Time,Point1.x,Point1.y,Point1.z,Point2.x,Point2.y,Point2.z,Point3.x,Point3.y,Point3.z,Point4.x,Point4.y,Point4.z,Point5.x,Point5.y,Point5.z,Point6.x,Point6.y,Point6.z,Point7.x,Point7.y,Point7.z,Point8.x,Point8.y,Point8.z,Point9.x,Point9.y,Point9.z,Point10.x,Point10.y,Point10.z,Point11.x,Point11.y,Point11.z,Point12.x,Point12.y,Point12.z,Point13.x,Point13.y,Point13.z,Point14.x,Point14.y,Point14.z,label
50:52.5,0.506576431,0.181283833,0.001000482,-0.19470799,-0.616443992,-0.04169488,-0.194396973,-0.617104411,-0.041043997,-0.194838524,-0.617200017,-0.041256189,-0.197019249,-0.61788559,-0.006287336,-0.196607307,-0.619006693,-0.006842852,-0.197272018,-0.620403349,-0.006434679,-0.084494397,-0.621913016,-0.083803654,-0.106781259,-0.634170175,0.062984943,-0.150690973,-0.56471622,-0.031276464,-0.15805383,-0.56648308,0.010898113,0.014872295,-0.540408671,-0.15086253,-0.055987161,-0.538594782,0.144533157,-0.086215608,-0.718717158,-0.245082736,0
50:53.2,0.545407844,0.24417274,0.23171125,-0.209895387,-0.612113655,-0.003039598,-0.209608153,-0.612607658,-0.002397537,-0.210158631,-0.612826526,-0.002456665,-0.209272668,-0.612514496,0.029068947,-0.208846241,-0.613328218,0.028384924,-0.20983687,-0.614697337,0.029601097,-0.113184519,-0.62587595,-0.041766167,-0.123175003,-0.633949041,0.095931053,-0.170944154,-0.564609468,0.011998653,-0.174572408,-0.565214515,0.050683022,0.006858523,-0.545975506,-0.047440618,-0.081791118,-0.519497097,0.16900897,-0.046705361,-0.760005653,-0.075101376,0
50:53.9,0.537230921,0.261065525,0.351377476,-0.153802618,-0.61056,-0.016368866,-0.153492987,-0.610897958,-0.015354395,-0.154092833,-0.611259758,-0.015365124,-0.159036249,-0.607332051,0.015570879,-0.15834339,-0.608246744,0.014976025,-0.159573108,-0.60952121,0.015861511,-0.0555989,-0.624507248,-0.028222322,-0.092551939,-0.617889285,0.103107929,-0.112706341,-0.563407242,-0.000874043,-0.12486507,-0.559910357,0.035604,0.041459929,-0.543573201,-0.020794913,-0.044243567,-0.486017704,0.183644056,-0.037551574,-0.790864885,0.026862979,0
50:54.6,0.536637425,0.201654845,0.423592882,-0.128849968,-0.623639226,0.039523125,-0.12878947,-0.624302387,0.040262461,-0.129314184,-0.624689817,0.040444136,-0.138792679,-0.623263538,0.068785429,-0.138025269,-0.624446571,0.068266153,-0.139303073,-0.625664473,0.069499493,-0.030432431,-0.615150988,0.040649891,-0.092944928,-0.618299901,0.157646179,-0.096323602,-0.571484804,0.047134161,-0.115406953,-0.570797503,0.079134703,0.059493072,-0.522227645,0.025975093,-0.075008981,-0.495507896,0.238608122,-0.027779123,-0.801467478,0.097481489,0
50:55.3,0.535614693,0.169339191,0.114640857,-0.122464985,-0.640695632,-0.01237464,-0.122182019,-0.641219854,-0.011692047,-0.12272235,-0.641465425,-0.011907816,-0.140784159,-0.63361758,0.007187605,-0.140192062,-0.634682298,0.006538153,-0.141015097,-0.635999978,0.007084608,-0.041242398,-0.634389341,0.028649092,-0.134578884,-0.611548781,0.102827072,-0.078898095,-0.588406384,0.000319719,-0.107570715,-0.580022812,0.020904541,0.044836745,-0.540762305,-0.022027969,-0.094418652,-0.500988364,0.194475889,0.001532292,-0.751049817,-0.089022756,0
50:55.9,0.558073831,0.299596578,-0.018211194,-0.186359495,-0.630904317,-0.011287928,-0.185862243,-0.631435871,-0.010268688,-0.186163962,-0.63171953,-0.010378361,-0.194905624,-0.628782213,0.019222021,-0.194777757,-0.629915237,0.018033266,-0.19505471,-0.631061614,0.018915176,-0.083397739,-0.634260893,-0.015948534,-0.131391197,-0.633209825,0.101647854,-0.143253714,-0.579959929,0.00275588,-0.157822475,-0.577338874,0.036883354,0.024326779,-0.530091524,-0.054433595,-0.093224689,-0.471537679,0.181815624,0.067522973,-0.584832549,-0.269778728,0
50:56.7,0.609895259,0.399142319,-0.005848411,-0.274546444,-0.52203995,0.095965147,-0.274188608,-0.522565365,0.096765995,-0.274495155,-0.523035705,0.096411943,-0.276351482,-0.515452802,0.128018379,-0.276159614,-0.516216218,0.127509356,-0.277064085,-0.517355382,0.128379822,-0.193319082,-0.577106416,0.074679136,-0.216755509,-0.556412697,0.209994793,-0.210917026,-0.497564167,0.105419636,-0.218087181,-0.487941414,0.145346165,-0.058902379,-0.524558425,0.004319236,-0.11970973,-0.417626202,0.296574831,0.095289677,-0.42091924,-0.15134573,0
50:57.3,0.583104289,0.408643252,0.012833288,-0.289174467,-0.522592127,0.152631521,-0.2888816,-0.522935688,0.153298378,-0.288869798,-0.523548841,0.15284133,-0.285797447,-0.517623246,0.186738014,-0.285767376,-0.518341899,0.185653687,-0.286737531,-0.519311786,0.186805487,-0.209068939,-0.570498824,0.110381603,-0.208978593,-0.560474157,0.257963657,-0.220199719,-0.499658197,0.15415287,-0.220589146,-0.493288696,0.197054625,-0.076234803,-0.522078931,0.026003174,-0.110813014,-0.419219017,0.331474304,0.027143972,-0.389974117,-0.159117937,0
50:58.0,0.598454434,0.407858992,0.08380537,-0.281267434,-0.521777928,0.196157217,-0.280931264,-0.522191703,0.196871042,-0.28109777,-0.522762358,0.196467638,-0.279785246,-0.516715944,0.231851816,-0.279611349,-0.517520249,0.231265783,-0.280518115,-0.518691182,0.23219347,-0.190848932,-0.566708565,0.157886744,-0.199070662,-0.555107772,0.308694839,-0.217201665,-0.491670132,0.197328806,-0.219906598,-0.484830022,0.241178274,-0.063735992,-0.499369204,0.07027062,-0.100589506,-0.394612074,0.373959303,0.053363487,-0.350277603,-0.079048038,0
50:58.7,0.599651241,0.404507154,0.068204808,-0.258600384,-0.599488676,0.128123522,-0.258223921,-0.599899709,0.128793955,-0.258422881,-0.600521445,0.128494978,-0.262205064,-0.599619091,0.161734819,-0.262085766,-0.600624621,0.161217213,-0.262938231,-0.601808608,0.161943913,-0.152939767,-0.606904089,0.097943068,-0.185464516,-0.617530286,0.235178471,-0.206836179,-0.550134897,0.133526802,-0.215833172,-0.550184727,0.173349142,-0.041997574,-0.495903671,0.013283536,-0.110164292,-0.435088545,0.325149536,0.07391686,-0.335139692,-0.120922923,0
